name,mos,DT,distortion_type
cauliflower_pqs_1_qs_32.ply,63.72945614,1,G-PCC (O)/L-PCC
cauliflower_pqs_1_qs_48.ply,27.07846018,1,G-PCC (O)/L-PCC
cauliflower_pqs_1_qs_64.ply,14.40334861,1,G-PCC (O)/L-PCC
cauliflower_tsl_4_tqs_128.ply,42.18869294,3,G-PCC (T)/S-PCC
cauliflower_tsl_4_tqs_256.ply,33.13006869,3,G-PCC (T)/S-PCC
cauliflower_tsl_4_tqs_512.ply,26.6104176,3,G-PCC (T)/S-PCC
cauliflower_tsl_4_tqs_064.ply,61.90399729,3,G-PCC (T)/S-PCC
cauliflower_tsl_6_tqs_128.ply,64.27065355,3,G-PCC (T)/S-PCC
cauliflower_tsl_6_tqs_256.ply,41.86633972,3,G-PCC (T)/S-PCC
cauliflower_tsl_6_tqs_512.ply,29.74216566,3,G-PCC (T)/S-PCC
cauliflower_tsl_6_tqs_064.ply,75.53395733,3,G-PCC (T)/S-PCC
cauliflower_tsl_8_tqs_128.ply,79.76526676,3,G-PCC (T)/S-PCC
cauliflower_tsl_8_tqs_256.ply,43.98790896,3,G-PCC (T)/S-PCC
cauliflower_tsl_8_tqs_512.ply,27.74439609,3,G-PCC (T)/S-PCC
cauliflower_tsl_8_tqs_064.ply,92.85136908,3,G-PCC (T)/S-PCC
mushroom_gQP_1_tQP_1.ply,77.73240747,0,VPCC
mushroom_gQP_1_tQP_2.ply,43.61266042,0,VPCC
mushroom_gQP_1_tQP_3.ply,36.81092275,0,VPCC
mushroom_gQP_2_tQP_1.ply,60.55695582,0,VPCC
mushroom_gQP_2_tQP_2.ply,46.37013719,0,VPCC
mushroom_gQP_2_tQP_3.ply,30.96539789,0,VPCC
mushroom_gQP_3_tQP_1.ply,30.04520696,0,VPCC
mushroom_gQP_3_tQP_2.ply,26.24890703,0,VPCC
mushroom_gQP_3_tQP_3.ply,20.3048466,0,VPCC
mushroom_gsigma_0_tsigma_16.ply,75.09878823,4,Gaussian_noise
mushroom_gsigma_0_tsigma_32.ply,49.35994386,4,Gaussian_noise
mushroom_gsigma_0_tsigma_08.ply,94.30498452,4,Gaussian_noise
mushroom_gsigma_2_tsigma_16.ply,46.54985717,4,Gaussian_noise
mushroom_gsigma_2_tsigma_32.ply,38.48644541,4,Gaussian_noise
mushroom_gsigma_2_tsigma_08.ply,53.853365,4,Gaussian_noise
mushroom_gsigma_4_tsigma_16.ply,37.94959663,4,Gaussian_noise
mushroom_gsigma_4_tsigma_32.ply,25.0118684,4,Gaussian_noise
mushroom_gsigma_4_tsigma_08.ply,43.44282972,4,Gaussian_noise
mushroom_level_7.ply,3.822951858,5,Downsampling
mushroom_level_8.ply,14.84418465,5,Downsampling
mushroom_level_9.ply,60.86093383,5,Downsampling
mushroom_pqs_1_qs_16.ply,89.21731077,1,G-PCC (O)/L-PCC
mushroom_pqs_1_qs_32.ply,67.34013651,1,G-PCC (O)/L-PCC
mushroom_pqs_1_qs_48.ply,44.95037706,1,G-PCC (O)/L-PCC
mushroom_pqs_1_qs_64.ply,36.25293665,1,G-PCC (O)/L-PCC
mushroom_tsl_4_tqs_128.ply,25.11673039,3,G-PCC (T)/S-PCC
mushroom_tsl_4_tqs_256.ply,23.09139883,3,G-PCC (T)/S-PCC
mushroom_tsl_4_tqs_512.ply,15.51013445,3,G-PCC (T)/S-PCC
mushroom_tsl_4_tqs_064.ply,30.03413945,3,G-PCC (T)/S-PCC
mushroom_tsl_6_tqs_128.ply,48.06095734,3,G-PCC (T)/S-PCC
mushroom_tsl_6_tqs_256.ply,31.50071671,3,G-PCC (T)/S-PCC
mushroom_tsl_6_tqs_512.ply,19.43317801,3,G-PCC (T)/S-PCC
mushroom_tsl_6_tqs_064.ply,67.31096329,3,G-PCC (T)/S-PCC
mushroom_tsl_8_tqs_128.ply,67.67772932,3,G-PCC (T)/S-PCC
mushroom_tsl_8_tqs_256.ply,40.49803148,3,G-PCC (T)/S-PCC
mushroom_tsl_8_tqs_512.ply,25.02467546,3,G-PCC (T)/S-PCC
mushroom_tsl_8_tqs_064.ply,88.27427314,3,G-PCC (T)/S-PCC
pineapple_gQP_1_tQP_1.ply,80.61949084,0,VPCC
pineapple_gQP_1_tQP_2.ply,63.4549413,0,VPCC
pineapple_gQP_1_tQP_3.ply,46.0406663,0,VPCC
pineapple_gQP_2_tQP_1.ply,65.78228073,0,VPCC
pineapple_gQP_2_tQP_2.ply,50.05562483,0,VPCC
pineapple_gQP_2_tQP_3.ply,34.38091608,0,VPCC
pineapple_gQP_3_tQP_1.ply,49.76449396,0,VPCC
pineapple_gQP_3_tQP_2.ply,48.87305811,0,VPCC
pineapple_gQP_3_tQP_3.ply,32.0423144,0,VPCC
pineapple_gsigma_0_tsigma_16.ply,71.00193693,4,Gaussian_noise
pineapple_gsigma_0_tsigma_32.ply,46.79505656,4,Gaussian_noise
pineapple_gsigma_0_tsigma_08.ply,84.52102377,4,Gaussian_noise
pineapple_gsigma_2_tsigma_16.ply,46.57022418,4,Gaussian_noise
pineapple_gsigma_2_tsigma_32.ply,33.10576109,4,Gaussian_noise
pineapple_gsigma_2_tsigma_08.ply,54.34960733,4,Gaussian_noise
pineapple_gsigma_4_tsigma_16.ply,37.64440405,4,Gaussian_noise
pineapple_gsigma_4_tsigma_32.ply,32.97754017,4,Gaussian_noise
pineapple_gsigma_4_tsigma_08.ply,39.16435793,4,Gaussian_noise
pineapple_level_7.ply,2.239905326,5,Downsampling
pineapple_level_8.ply,19.29522572,5,Downsampling
pineapple_level_9.ply,68.22419612,5,Downsampling
pineapple_pqs_1_qs_16.ply,87.77451825,1,G-PCC (O)/L-PCC
pineapple_pqs_1_qs_32.ply,68.39850184,1,G-PCC (O)/L-PCC
pineapple_pqs_1_qs_48.ply,39.87160473,1,G-PCC (O)/L-PCC
pineapple_pqs_1_qs_64.ply,23.88089977,1,G-PCC (O)/L-PCC
pineapple_tsl_4_tqs_128.ply,63.26745992,3,G-PCC (T)/S-PCC
pineapple_tsl_4_tqs_256.ply,38.95716868,3,G-PCC (T)/S-PCC
pineapple_tsl_4_tqs_512.ply,22.17458195,3,G-PCC (T)/S-PCC
pineapple_tsl_4_tqs_064.ply,72.74186109,3,G-PCC (T)/S-PCC
pineapple_tsl_6_tqs_128.ply,54.87963725,3,G-PCC (T)/S-PCC
pineapple_tsl_6_tqs_256.ply,42.95864394,3,G-PCC (T)/S-PCC
pineapple_tsl_6_tqs_512.ply,22.95752369,3,G-PCC (T)/S-PCC
pineapple_tsl_6_tqs_064.ply,63.04691124,3,G-PCC (T)/S-PCC
pineapple_tsl_8_tqs_128.ply,74.12073085,3,G-PCC (T)/S-PCC
pineapple_tsl_8_tqs_256.ply,49.59547029,3,G-PCC (T)/S-PCC
pineapple_tsl_8_tqs_512.ply,30.34832817,3,G-PCC (T)/S-PCC
pineapple_tsl_8_tqs_064.ply,86.21409658,3,G-PCC (T)/S-PCC
bag_gQP_1_tQP_1.ply,86.69456186,0,VPCC
bag_gQP_1_tQP_2.ply,76.14530845,0,VPCC
bag_gQP_1_tQP_3.ply,52.85558429,0,VPCC
bag_gQP_2_tQP_1.ply,52.1814527,0,VPCC
bag_gQP_2_tQP_2.ply,49.31511353,0,VPCC
bag_gQP_2_tQP_3.ply,39.10736912,0,VPCC
bag_gQP_3_tQP_1.ply,27.44033309,0,VPCC
bag_gQP_3_tQP_2.ply,32.01772343,0,VPCC
bag_gQP_3_tQP_3.ply,29.61486469,0,VPCC
bag_gsigma_0_tsigma_16.ply,86.24911138,4,Gaussian_noise
bag_gsigma_0_tsigma_32.ply,62.11964039,4,Gaussian_noise
bag_gsigma_0_tsigma_08.ply,88.78171897,4,Gaussian_noise
bag_gsigma_2_tsigma_16.ply,49.36475509,4,Gaussian_noise
bag_gsigma_2_tsigma_32.ply,43.75380957,4,Gaussian_noise
bag_gsigma_2_tsigma_08.ply,56.92145553,4,Gaussian_noise
bag_gsigma_4_tsigma_16.ply,21.98784769,4,Gaussian_noise
bag_gsigma_4_tsigma_32.ply,22.43616482,4,Gaussian_noise
bag_gsigma_4_tsigma_08.ply,22.37620413,4,Gaussian_noise
bag_level_7.ply,9.59532456,5,Downsampling
bag_level_8.ply,18.23796415,5,Downsampling
bag_level_9.ply,82.74107891,5,Downsampling
bag_pqs_1_qs_16.ply,90.340738,1,G-PCC (O)/L-PCC
bag_pqs_1_qs_32.ply,81.83884571,1,G-PCC (O)/L-PCC
bag_pqs_1_qs_48.ply,58.43553789,1,G-PCC (O)/L-PCC
bag_pqs_1_qs_64.ply,62.55491922,1,G-PCC (O)/L-PCC
bag_tsl_4_tqs_128.ply,62.21628821,3,G-PCC (T)/S-PCC
bag_tsl_4_tqs_256.ply,36.26609788,3,G-PCC (T)/S-PCC
bag_tsl_4_tqs_512.ply,20.84981283,3,G-PCC (T)/S-PCC
bag_tsl_4_tqs_064.ply,67.09168867,3,G-PCC (T)/S-PCC
bag_tsl_6_tqs_128.ply,48.88989054,3,G-PCC (T)/S-PCC
bag_tsl_6_tqs_256.ply,40.2873935,3,G-PCC (T)/S-PCC
bag_tsl_6_tqs_512.ply,24.60106839,3,G-PCC (T)/S-PCC
bag_tsl_6_tqs_064.ply,58.51287376,3,G-PCC (T)/S-PCC
bag_tsl_8_tqs_128.ply,80.66164159,3,G-PCC (T)/S-PCC
bag_tsl_8_tqs_256.ply,60.38564447,3,G-PCC (T)/S-PCC
bag_tsl_8_tqs_512.ply,34.95747094,3,G-PCC (T)/S-PCC
bag_tsl_8_tqs_064.ply,90.36817669,3,G-PCC (T)/S-PCC
biscuits_gQP_1_tQP_1.ply,80.64772987,0,VPCC
biscuits_gQP_1_tQP_2.ply,69.66364063,0,VPCC
biscuits_gQP_1_tQP_3.ply,55.29057762,0,VPCC
biscuits_gQP_2_tQP_1.ply,68.13405141,0,VPCC
biscuits_gQP_2_tQP_2.ply,65.29075052,0,VPCC
biscuits_gQP_2_tQP_3.ply,53.1133493,0,VPCC
biscuits_gQP_3_tQP_1.ply,67.14806687,0,VPCC
biscuits_gQP_3_tQP_2.ply,54.19129873,0,VPCC
biscuits_gQP_3_tQP_3.ply,45.67685542,0,VPCC
biscuits_gsigma_0_tsigma_16.ply,70.89991405,4,Gaussian_noise
biscuits_gsigma_0_tsigma_32.ply,40.47262999,4,Gaussian_noise
biscuits_gsigma_0_tsigma_08.ply,82.28266671,4,Gaussian_noise
biscuits_gsigma_2_tsigma_16.ply,55.54540274,4,Gaussian_noise
biscuits_gsigma_2_tsigma_32.ply,37.85852516,4,Gaussian_noise
biscuits_gsigma_2_tsigma_08.ply,60.93076647,4,Gaussian_noise
biscuits_gsigma_4_tsigma_16.ply,43.1335575,4,Gaussian_noise
biscuits_gsigma_4_tsigma_32.ply,25.37935374,4,Gaussian_noise
biscuits_gsigma_4_tsigma_08.ply,46.58815205,4,Gaussian_noise
biscuits_level_7.ply,6.910472714,5,Downsampling
biscuits_level_8.ply,26.07829319,5,Downsampling
biscuits_level_9.ply,78.90662046,5,Downsampling
biscuits_pqs_1_qs_16.ply,85.08186966,1,G-PCC (O)/L-PCC
biscuits_pqs_1_qs_32.ply,74.44788099,1,G-PCC (O)/L-PCC
biscuits_pqs_1_qs_48.ply,40.20381716,1,G-PCC (O)/L-PCC
biscuits_pqs_1_qs_64.ply,24.03115802,1,G-PCC (O)/L-PCC
biscuits_tsl_4_tqs_128.ply,20.56426096,3,G-PCC (T)/S-PCC
biscuits_tsl_4_tqs_256.ply,17.38710508,3,G-PCC (T)/S-PCC
biscuits_tsl_4_tqs_512.ply,11.29893963,3,G-PCC (T)/S-PCC
biscuits_tsl_4_tqs_064.ply,18.04515443,3,G-PCC (T)/S-PCC
biscuits_tsl_6_tqs_128.ply,68.95568291,3,G-PCC (T)/S-PCC
biscuits_tsl_6_tqs_256.ply,46.84884777,3,G-PCC (T)/S-PCC
biscuits_tsl_6_tqs_512.ply,27.49479604,3,G-PCC (T)/S-PCC
biscuits_tsl_6_tqs_064.ply,83.00914582,3,G-PCC (T)/S-PCC
biscuits_tsl_8_tqs_128.ply,71.1781634,3,G-PCC (T)/S-PCC
biscuits_tsl_8_tqs_256.ply,50.5576824,3,G-PCC (T)/S-PCC
biscuits_tsl_8_tqs_512.ply,24.26462774,3,G-PCC (T)/S-PCC
biscuits_tsl_8_tqs_064.ply,81.60694704,3,G-PCC (T)/S-PCC
cake_gQP_1_tQP_1.ply,80.20526502,0,VPCC
cake_gQP_1_tQP_2.ply,71.92097573,0,VPCC
cake_gQP_1_tQP_3.ply,53.38313209,0,VPCC
cake_gQP_2_tQP_1.ply,55.79723355,0,VPCC
cake_gQP_2_tQP_2.ply,51.11284661,0,VPCC
cake_gQP_2_tQP_3.ply,49.40907712,0,VPCC
cake_gQP_3_tQP_1.ply,27.03674282,0,VPCC
cake_gQP_3_tQP_2.ply,25.93804334,0,VPCC
cake_gQP_3_tQP_3.ply,25.63802684,0,VPCC
cake_gsigma_0_tsigma_16.ply,68.48543238,4,Gaussian_noise
cake_gsigma_0_tsigma_32.ply,44.28105151,4,Gaussian_noise
cake_gsigma_0_tsigma_08.ply,82.3590312,4,Gaussian_noise
cake_gsigma_2_tsigma_16.ply,58.68613346,4,Gaussian_noise
cake_gsigma_2_tsigma_32.ply,40.58216881,4,Gaussian_noise
cake_gsigma_2_tsigma_08.ply,67.14183949,4,Gaussian_noise
cake_gsigma_4_tsigma_16.ply,45.00850006,4,Gaussian_noise
cake_gsigma_4_tsigma_32.ply,33.58645616,4,Gaussian_noise
cake_gsigma_4_tsigma_08.ply,50.02089902,4,Gaussian_noise
cake_level_7.ply,7.770366309,5,Downsampling
cake_level_8.ply,17.08593154,5,Downsampling
cake_level_9.ply,64.34512167,5,Downsampling
cake_pqs_1_qs_16.ply,90.78201527,1,G-PCC (O)/L-PCC
cake_pqs_1_qs_32.ply,62.31185039,1,G-PCC (O)/L-PCC
cake_pqs_1_qs_48.ply,34.56216851,1,G-PCC (O)/L-PCC
cake_pqs_1_qs_64.ply,24.85902515,1,G-PCC (O)/L-PCC
cake_tsl_4_tqs_128.ply,71.41920062,3,G-PCC (T)/S-PCC
cake_tsl_4_tqs_256.ply,53.06015189,3,G-PCC (T)/S-PCC
cake_tsl_4_tqs_512.ply,21.54060176,3,G-PCC (T)/S-PCC
cake_tsl_4_tqs_064.ply,83.76018893,3,G-PCC (T)/S-PCC
cake_tsl_6_tqs_128.ply,79.74237911,3,G-PCC (T)/S-PCC
cake_tsl_6_tqs_256.ply,51.50226832,3,G-PCC (T)/S-PCC
cake_tsl_6_tqs_512.ply,27.39548212,3,G-PCC (T)/S-PCC
cake_tsl_6_tqs_064.ply,82.75849407,3,G-PCC (T)/S-PCC
cake_tsl_8_tqs_128.ply,83.19207028,3,G-PCC (T)/S-PCC
cake_tsl_8_tqs_256.ply,62.14575182,3,G-PCC (T)/S-PCC
cake_tsl_8_tqs_512.ply,32.96552511,3,G-PCC (T)/S-PCC
cake_tsl_8_tqs_064.ply,90.65408252,3,G-PCC (T)/S-PCC
flowerpot_gQP_1_tQP_1.ply,77.9924891,0,VPCC
flowerpot_gQP_1_tQP_2.ply,70.82967664,0,VPCC
flowerpot_gQP_1_tQP_3.ply,56.33702042,0,VPCC
flowerpot_gQP_2_tQP_1.ply,61.47860246,0,VPCC
flowerpot_gQP_2_tQP_2.ply,54.35333863,0,VPCC
flowerpot_gQP_2_tQP_3.ply,37.97715453,0,VPCC
flowerpot_gQP_3_tQP_1.ply,30.83918671,0,VPCC
flowerpot_gQP_3_tQP_2.ply,28.31674627,0,VPCC
flowerpot_gQP_3_tQP_3.ply,33.17403326,0,VPCC
flowerpot_gsigma_0_tsigma_16.ply,62.72356697,4,Gaussian_noise
flowerpot_gsigma_0_tsigma_32.ply,41.92492394,4,Gaussian_noise
flowerpot_gsigma_0_tsigma_08.ply,84.32262699,4,Gaussian_noise
flowerpot_gsigma_2_tsigma_16.ply,45.68188406,4,Gaussian_noise
flowerpot_gsigma_2_tsigma_32.ply,32.11130646,4,Gaussian_noise
flowerpot_gsigma_2_tsigma_08.ply,54.12593121,4,Gaussian_noise
flowerpot_gsigma_4_tsigma_16.ply,41.92953214,4,Gaussian_noise
flowerpot_gsigma_4_tsigma_32.ply,30.13147384,4,Gaussian_noise
flowerpot_gsigma_4_tsigma_08.ply,43.83704173,4,Gaussian_noise
flowerpot_level_7.ply,11.73484953,5,Downsampling
flowerpot_level_8.ply,17.74699624,5,Downsampling
flowerpot_level_9.ply,52.62549563,5,Downsampling
flowerpot_pqs_1_qs_16.ply,91.33270127,1,G-PCC (O)/L-PCC
flowerpot_pqs_1_qs_32.ply,74.40304247,1,G-PCC (O)/L-PCC
flowerpot_pqs_1_qs_48.ply,51.57107457,1,G-PCC (O)/L-PCC
flowerpot_pqs_1_qs_64.ply,27.74273204,1,G-PCC (O)/L-PCC
flowerpot_tsl_4_tqs_128.ply,4.548071475,3,G-PCC (T)/S-PCC
flowerpot_tsl_4_tqs_256.ply,9.016393772,3,G-PCC (T)/S-PCC
flowerpot_tsl_4_tqs_512.ply,9.018618048,3,G-PCC (T)/S-PCC
flowerpot_tsl_4_tqs_064.ply,8.191728357,3,G-PCC (T)/S-PCC
flowerpot_tsl_6_tqs_128.ply,61.56948953,3,G-PCC (T)/S-PCC
flowerpot_tsl_6_tqs_256.ply,38.44130143,3,G-PCC (T)/S-PCC
flowerpot_tsl_6_tqs_512.ply,24.99414861,3,G-PCC (T)/S-PCC
flowerpot_tsl_6_tqs_064.ply,72.41894136,3,G-PCC (T)/S-PCC
flowerpot_tsl_8_tqs_128.ply,76.26218224,3,G-PCC (T)/S-PCC
flowerpot_tsl_8_tqs_256.ply,50.3957702,3,G-PCC (T)/S-PCC
flowerpot_tsl_8_tqs_512.ply,31.2096695,3,G-PCC (T)/S-PCC
flowerpot_tsl_8_tqs_064.ply,91.69369146,3,G-PCC (T)/S-PCC
glasses-case_gQP_1_tQP_1.ply,79.5227268,0,VPCC
glasses-case_gQP_1_tQP_2.ply,75.73406854,0,VPCC
glasses-case_gQP_1_tQP_3.ply,52.0035238,0,VPCC
glasses-case_gQP_2_tQP_1.ply,60.26589689,0,VPCC
glasses-case_gQP_2_tQP_2.ply,56.3976326,0,VPCC
glasses-case_gQP_2_tQP_3.ply,41.98232603,0,VPCC
glasses-case_gQP_3_tQP_1.ply,27.77453966,0,VPCC
glasses-case_gQP_3_tQP_2.ply,29.48230096,0,VPCC
glasses-case_gQP_3_tQP_3.ply,28.14483738,0,VPCC
glasses-case_gsigma_0_tsigma_16.ply,78.22695922,4,Gaussian_noise
glasses-case_gsigma_0_tsigma_32.ply,57.46174075,4,Gaussian_noise
glasses-case_gsigma_0_tsigma_08.ply,89.99496763,4,Gaussian_noise
glasses-case_gsigma_2_tsigma_16.ply,43.96125739,4,Gaussian_noise
glasses-case_gsigma_2_tsigma_32.ply,32.33984357,4,Gaussian_noise
glasses-case_gsigma_2_tsigma_08.ply,42.95205493,4,Gaussian_noise
glasses-case_gsigma_4_tsigma_16.ply,21.53502251,4,Gaussian_noise
glasses-case_gsigma_4_tsigma_32.ply,26.68705974,4,Gaussian_noise
glasses-case_gsigma_4_tsigma_08.ply,22.29518507,4,Gaussian_noise
glasses-case_level_7.ply,10.70325612,5,Downsampling
glasses-case_level_8.ply,19.03975259,5,Downsampling
glasses-case_level_9.ply,69.24813673,5,Downsampling
glasses-case_pqs_1_qs_16.ply,90.00909084,1,G-PCC (O)/L-PCC
glasses-case_pqs_1_qs_32.ply,85.17535619,1,G-PCC (O)/L-PCC
glasses-case_pqs_1_qs_48.ply,69.24420872,1,G-PCC (O)/L-PCC
glasses-case_pqs_1_qs_64.ply,50.61958082,1,G-PCC (O)/L-PCC
glasses-case_tsl_4_tqs_128.ply,73.24135477,3,G-PCC (T)/S-PCC
glasses-case_tsl_4_tqs_256.ply,54.66142653,3,G-PCC (T)/S-PCC
glasses-case_tsl_4_tqs_512.ply,28.10649938,3,G-PCC (T)/S-PCC
glasses-case_tsl_4_tqs_064.ply,81.04599946,3,G-PCC (T)/S-PCC
glasses-case_tsl_6_tqs_128.ply,54.89596744,3,G-PCC (T)/S-PCC
glasses-case_tsl_6_tqs_256.ply,35.91425495,3,G-PCC (T)/S-PCC
glasses-case_tsl_6_tqs_512.ply,23.88538209,3,G-PCC (T)/S-PCC
glasses-case_tsl_6_tqs_064.ply,53.78676569,3,G-PCC (T)/S-PCC
glasses-case_tsl_8_tqs_128.ply,77.89721037,3,G-PCC (T)/S-PCC
glasses-case_tsl_8_tqs_256.ply,52.66644107,3,G-PCC (T)/S-PCC
glasses-case_tsl_8_tqs_512.ply,33.49483616,3,G-PCC (T)/S-PCC
glasses-case_tsl_8_tqs_064.ply,79.49317365,3,G-PCC (T)/S-PCC
honeydew-melon_gQP_1_tQP_1.ply,85.52765533,0,VPCC
honeydew-melon_gQP_1_tQP_2.ply,74.17353139,0,VPCC
honeydew-melon_gQP_1_tQP_3.ply,58.12105658,0,VPCC
honeydew-melon_gQP_2_tQP_1.ply,63.27436376,0,VPCC
honeydew-melon_gQP_2_tQP_2.ply,62.44898754,0,VPCC
honeydew-melon_gQP_2_tQP_3.ply,47.44246097,0,VPCC
honeydew-melon_gQP_3_tQP_1.ply,46.08520633,0,VPCC
honeydew-melon_gQP_3_tQP_2.ply,45.96369786,0,VPCC
honeydew-melon_gQP_3_tQP_3.ply,39.60295452,0,VPCC
honeydew-melon_gsigma_0_tsigma_16.ply,79.57471034,4,Gaussian_noise
honeydew-melon_gsigma_0_tsigma_32.ply,46.84073251,4,Gaussian_noise
honeydew-melon_gsigma_0_tsigma_08.ply,92.66246004,4,Gaussian_noise
honeydew-melon_gsigma_2_tsigma_16.ply,54.85708373,4,Gaussian_noise
honeydew-melon_gsigma_2_tsigma_32.ply,30.28857854,4,Gaussian_noise
honeydew-melon_gsigma_2_tsigma_08.ply,65.39565957,4,Gaussian_noise
honeydew-melon_gsigma_4_tsigma_16.ply,44.80889224,4,Gaussian_noise
honeydew-melon_gsigma_4_tsigma_32.ply,31.01073402,4,Gaussian_noise
honeydew-melon_gsigma_4_tsigma_08.ply,40.17866933,4,Gaussian_noise
honeydew-melon_level_7.ply,5.739747099,5,Downsampling
honeydew-melon_level_8.ply,20.5582786,5,Downsampling
honeydew-melon_level_9.ply,87.62268458,5,Downsampling
honeydew-melon_pqs_1_qs_16.ply,88.33736389,1,G-PCC (O)/L-PCC
honeydew-melon_pqs_1_qs_32.ply,78.17302378,1,G-PCC (O)/L-PCC
honeydew-melon_pqs_1_qs_48.ply,62.13609637,1,G-PCC (O)/L-PCC
honeydew-melon_pqs_1_qs_64.ply,30.17348313,1,G-PCC (O)/L-PCC
honeydew-melon_tsl_4_tqs_128.ply,42.63010541,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_4_tqs_256.ply,25.91631271,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_4_tqs_512.ply,10.83065115,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_4_tqs_064.ply,49.65916531,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_6_tqs_128.ply,52.89687637,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_6_tqs_256.ply,35.59875651,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_6_tqs_512.ply,13.90621355,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_6_tqs_064.ply,54.8827352,3,G-PCC (T)/S-PCC
honeydew-melon_tsl_8_tqs_128.ply,81.35073792,3,G-PCC (T)/S-PCC
